NIVT_SAT	annee_ctr_f	nper_enq_f	npie_log_f	peri_ctr_f	puissto_f	qpay_ctr_f	tarif_f	niv_urb_f	annee_log_f	stat_log_f	type_log_f	emme_log_f	date_chf_f	chem_log_f	age_enq_f	ideal_chf_f	num_ind	i
2	1989a1990	3personnes	>=6piec	Indestdeter	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	45a54ans	Gazvr	1839	18
2	1966a1970	1personne	2pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1949->73	Proprietaire	Collectif	avant1982	avant1982	Cheminee	55a64ans	Electric	1840	18
2	1989a1990	3personnes	2pieces	Relevenormal	>=12kVA	Qpay=6	Doubletarif	Plusde200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1841	18
2	1986a1988	4personnes	5pieces	Mensualise	>=12kVA	Qpay=6	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Fioul	1842	18
2	1989a1990	2personnes	3pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Fioul	1843	18
3	1989a1990	3personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1844	18
1	1989a1990	3personnes	2pieces	Relevenormal	6kVA	Qpay=6	Simpletarif	Plusde200Mhab	<=1948	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	18a34ans	Gazvr	1845	18
1	1989a1990	5perset+	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	35a44ans	Gazvr	1846	18
3	1971a1980	3personnes	4pieces	Mensualise	9kVA	Qpay=9	Doubletarif	Plusde200Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	45a54ans	Gazvr	1847	18
2	1986a1988	4personnes	>=6piec	Mensualise	>=12kVA	Qpay=3	Doubletarif	Plusde200Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Gazvr	1848	18
3	1989a1990	3personnes	4pieces	Indestdeter	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	1849	18
2	1989a1990	1personne	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1989et1990	Cheminee	55a64ans	Gazvr	1850	18
1	1989a1990	1personne	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	1851	18
2	1989a1990	5perset+	4pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Gazvr	1852	18
2	1981a1985	2personnes	3pieces	Mensualise	9kVA	Qpay=9	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1853	18
1	1986a1988	3personnes	3pieces	Relevenormal	6kVA	Qpay=8	Doubletarif	Plusde200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	1854	18
3	1989a1990	3personnes	3pieces	Mensualise	9kVA	Qpay=5	Simpletarif	Plusde200Mhab	<=1948	Locataire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Gazvr	1855	18
2	1986a1988	2personnes	3pieces	Mensualise	9kVA	Qpay=9	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	1856	18
1	1989a1990	2personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Cheminee	18a34ans	Electric	1857	18
2	1989a1990	1personne	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	Plusde200Mhab	<=1948	Locataire	Collectif	entre1989et1990	avant1982	Cheminee	18a34ans	Electric	1858	18
1	1989a1990	5perset+	4pieces	Relevenormal	9kVA	Qpay=7	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	1859	18
3	1989a1990	2personnes	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	1860	18
3	91	2personnes	4pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	1861	18
2	1966a1970	2personnes	4pieces	Mensualise	9kVA	Qpay=0,1,2	Doubletarif	Plusde200Mhab	<=1948	Locataire	Individuel	avant1982	avant1982	Cheminee	65anset+	Bois	1862	18
3	1989a1990	3personnes	3pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1863	18
1	1986a1988	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Gazvr	1864	18
1	1986a1988	4personnes	4pieces	Mensualise	6kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Fioul	1865	18
2	1971a1980	2personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	55a64ans	Electric	1866	18
2	1981a1985	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Simpletarif	Plusde200Mhab	1949->73	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Electric	1867	18
3	1989a1990	5perset+	1piece	Indestmensu	6kVA	Qpay=0,1,2	Doubletarif	Plusde200Mhab	1974->81	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	35a44ans	Gazvr	1868	18
1	1986a1988	2personnes	2pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	Plusde200Mhab	<=1948	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	1869	18
2	1986a1988	5perset+	>=6piec	Indestdeter	>=12kVA	Qpay=9	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	35a44ans	Electric	1870	18
3	1989a1990	2personnes	5pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	65anset+	Electric	1871	18
2	1989a1990	2personnes	1piece	Relevenormal	6kVA	Qpay=7	Doubletarif	Plusde200Mhab	<=1948	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Electric	1872	18
2	1986a1988	4personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1873	18
1	1989a1990	3personnes	2pieces	Mensualise	9kVA	Qpay=4	Doubletarif	Plusde200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Autre	1874	18
3	1981a1985	5perset+	5pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	1875	18
2	1989a1990	3personnes	3pieces	Relevenormal	>=12kVA	Qpay=7	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	1876	18
2	1989a1990	2personnes	>=6piec	Indestmensu	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	1877	18
1	1989a1990	2personnes	2pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Autre	1878	18
3	1981a1985	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Electric	1879	18
2	1989a1990	3personnes	3pieces	Mensualise	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	1880	18
2	1981a1985	2personnes	1piece	Mensualise	6kVA	Qpay=9	Simpletarif	Plusde200Mhab	<=1948	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	18a34ans	Bois	1881	18
2	1986a1988	2personnes	2pieces	Relevenormal	9kVA	Qpay=6	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1882	18
3	1989a1990	1personne	2pieces	Mensualise	6kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Electric	1883	18
3	1989a1990	2personnes	2pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1884	18
1	1989a1990	4personnes	4pieces	Indestdeter	>=12kVA	Qpay=7	Doubletarif	Plusde200Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	35a44ans	Fioul	1885	18
3	91	1personne	1piece	Indestmensu	6kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1886	18
2	1986a1988	1personne	3pieces	Relevenormal	6kVA	Qpay=4	Doubletarif	Plusde200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	1887	18
2	1966a1970	2personnes	4pieces	Indestdeter	9kVA	Qpay=9	Doubletarif	Plusde200Mhab	1949->73	Proprietaire	Individuel	avant1982	avant1982	Cheminee	55a64ans	Electric	1888	18
1	1981a1985	4personnes	>=6piec	Indestdeter	>=12kVA	Qpay=9	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Gazvr	1889	18
2	1989a1990	2personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Gazvr	1890	18
2	1989a1990	3personnes	4pieces	Relevenormal	6kVA	Qpay=8	Simpletarif	Plusde200Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	18a34ans	Gazvr	1891	18
2	1989a1990	4personnes	3pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1892	18
2	1966a1970	3personnes	4pieces	Indestdeter	>=12kVA	Qpay=5	Doubletarif	Plusde200Mhab	<=1948	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Gazvr	1893	18
2	1989a1990	2personnes	3pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	55a64ans	Electric	1894	18
3	1989a1990	2personnes	5pieces	Indestdeter	9kVA	Qpay=6	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1895	18
3	1989a1990	3personnes	4pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	Plusde200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1896	18
2	91	3personnes	4pieces	Indestmensu	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1897	18
1	1989a1990	3personnes	4pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Gazvr	1898	18
3	1986a1988	4personnes	5pieces	Mensualise	>=12kVA	Qpay=6	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Autre	1899	18
1	1989a1990	1personne	2pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	Plusde200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1900	18
2	1989a1990	3personnes	5pieces	Mensualise	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	1901	18
2	1989a1990	3personnes	4pieces	Relevenormal	>=12kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1902	18
3	1989a1990	3personnes	1piece	Mensualise	6kVA	Qpay=8	Doubletarif	Plusde200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1903	18
1	1989a1990	1personne	1piece	Mensualise	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1904	18
3	1981a1985	5perset+	5pieces	Indestmensu	>=12kVA	Qpay=3	Doubletarif	Plusde200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	45a54ans	Electric	1905	18
2	1981a1985	5perset+	4pieces	Mensualise	9kVA	Qpay=0,1,2	Doubletarif	Plusde200Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	55a64ans	Electric	1906	18
2	1986a1988	3personnes	2pieces	Indestdeter	9kVA	Qpay=6	Doubletarif	Plusde200Mhab	1949->73	Proprietaire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Gazvr	1907	18
3	1989a1990	3personnes	5pieces	Relevenormal	>=12kVA	Qpay=7	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Cheminee	35a44ans	Electric	1908	18
1	1989a1990	5perset+	5pieces	Mensualise	>=12kVA	Qpay=6	Doubletarif	Plusde200Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	35a44ans	Gazvr	1909	18
2	1989a1990	2personnes	3pieces	Relevenormal	9kVA	Qpay=8	Doubletarif	Plusde200Mhab	1974->81	Proprietaire	Collectif	entre1989et1990	avant1982	Pascheminee	45a54ans	Gazvr	1910	18
3	1989a1990	2personnes	2pieces	Indestdeter	6kVA	Qpay=9	Simpletarif	Plusde200Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Autre	1911	18
1	1989a1990	2personnes	1piece	Mensualise	6kVA	Qpay=8	Doubletarif	Plusde200Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	18a34ans	Gazvr	1912	18
3	1989a1990	2personnes	2pieces	Mensualise	9kVA	Qpay=5	Doubletarif	Plusde200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	65anset+	Electric	1913	18
2	1989a1990	1personne	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Autre	1914	18
2	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1915	18
2	1981a1985	4personnes	4pieces	Indestdeter	9kVA	Qpay=5	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Gazvr	1916	18
1	1986a1988	3personnes	3pieces	Mensualise	>=12kVA	Qpay=5	Doubletarif	100Ma200Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	35a44ans	Fioul	1917	18
2	1989a1990	2personnes	3pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	45a54ans	Electric	1918	18
2	1971a1980	2personnes	5pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1949->73	Proprietaire	Individuel	avant1982	entre1982et1988	Pascheminee	65anset+	Electric	1919	18
2	1981a1985	1personne	2pieces	Relevenormal	6kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	1920	18
2	1981a1985	5perset+	4pieces	Indestdeter	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1949->73	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Bois	1921	18
2	1971a1980	3personnes	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Pascheminee	35a44ans	Electric	1922	18
2	91	3personnes	4pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1923	18
2	1989a1990	4personnes	>=6piec	Indestmensu	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Cheminee	45a54ans	Electric	1924	18
3	1981a1985	1personne	3pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1925	18
2	1981a1985	5perset+	>=6piec	Indestdeter	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Gazvr	1926	18
1	1986a1988	1personne	2pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Gazvr	1927	18
3	1986a1988	5perset+	4pieces	Indestdeter	>=12kVA	Qpay=5	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1928	18
1	1989a1990	1personne	2pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	55a64ans	Gazvr	1929	18
2	1986a1988	2personnes	2pieces	Mensualise	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1930	18
2	1989a1990	3personnes	4pieces	Indestmensu	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1931	18
2	1989a1990	4personnes	5pieces	Relevenormal	6kVA	Qpay=8	Simpletarif	100Ma200Mhab	1949->73	Locataire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Gazvr	1932	18
2	1981a1985	2personnes	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	55a64ans	Electric	1933	18
1	1986a1988	3personnes	>=6piec	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Gazvr	1934	18
3	1981a1985	2personnes	3pieces	Indestdeter	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	avant1982	entre1982et1988	Cheminee	65anset+	Electric	1935	18
2	1989a1990	1personne	2pieces	Mensualise	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Autre	1936	18
1	91	1personne	3pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Fioul	1937	18
2	1981a1985	4personnes	3pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	35a44ans	Electric	1938	18
3	1981a1985	4personnes	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	entre1982et1988	avant1982	Pascheminee	35a44ans	Electric	1939	18
2	1981a1985	2personnes	4pieces	Indestdeter	>=12kVA	Qpay=5	Doubletarif	100Ma200Mhab	<=1948	Locataire	Individuel	avant1982	entre1982et1988	Pascheminee	35a44ans	Electric	1940	18
1	1981a1985	3personnes	4pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Locataire	Individuel	avant1982	avant1982	Pascheminee	45a54ans	Autre	1941	18
2	1989a1990	3personnes	4pieces	Relevenormal	>=12kVA	Qpay=3	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Bois	1942	18
1	1989a1990	2personnes	1piece	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Fioul	1943	18
1	1989a1990	5perset+	4pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	18a34ans	Autre	1944	18
2	1989a1990	5perset+	5pieces	Mensualise	9kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Locataire	Individuel	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Electric	1945	18
3	1981a1985	4personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	1946	18
2	1981a1985	1personne	2pieces	Relevenormal	6kVA	Qpay=6	Doubletarif	100Ma200Mhab	<=1948	Locataire	Collectif	avant1982	entre1989et1990	Cheminee	45a54ans	Gazvr	1947	18
2	1981a1985	2personnes	2pieces	Relevenormal	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Gazvr	1948	18
3	1981a1985	2personnes	>=6piec	Indestdeter	>=12kVA	Qpay=5	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	55a64ans	Electric	1949	18
2	1981a1985	1personne	1piece	Relevenormal	6kVA	Qpay=9	Doubletarif	100Ma200Mhab	<=1948	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1950	18
3	1989a1990	1personne	1piece	Relevenormal	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Proprietaire	Individuel	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Electric	1951	18
2	1989a1990	1personne	2pieces	Indestmensu	6kVA	Qpay=8	Doubletarif	100Ma200Mhab	>=1989	Locataire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	18a34ans	Gazvr	1952	18
3	1986a1988	1personne	3pieces	Relevenormal	6kVA	Qpay=7	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	45a54ans	Electric	1953	18
2	1971a1980	3personnes	>=6piec	Indestmensu	>=12kVA	Qpay=6	Doubletarif	100Ma200Mhab	1974->81	Proprietaire	Individuel	avant1982	avant1982	Cheminee	45a54ans	Gazvr	1954	18
1	1989a1990	1personne	3pieces	Indestmensu	6kVA	Qpay=7	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	18a34ans	Electric	1955	18
2	1989a1990	5perset+	4pieces	Indestmensu	9kVA	Qpay=8	Doubletarif	agglo.rurale	>=1989	Proprietaire	Collectif	entre1989et1990	entre1989et1990	Pascheminee	35a44ans	Electric	1956	18
3	1986a1988	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=6	Doubletarif	100Ma200Mhab	1982->88	Proprietaire	Individuel	entre1982et1988	entre1982et1988	Cheminee	18a34ans	Electric	1957	18
3	1986a1988	4personnes	3pieces	Indestmensu	9kVA	Qpay=5	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	18a34ans	Electric	1958	18
2	1989a1990	4personnes	5pieces	Indestmensu	>=12kVA	Qpay=9	Doubletarif	20Ma50Mhab	1982->88	Locataire	Collectif	entre1989et1990	entre1982et1988	Pascheminee	35a44ans	Gazvr	1959	18
1	1989a1990	4personnes	4pieces	Indestmensu	>=12kVA	Qpay=3	Doubletarif	agglo.rurale	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Cheminee	35a44ans	Gazvr	1960	18
3	1986a1988	2personnes	3pieces	Mensualise	9kVA	Qpay=5	Doubletarif	10Ma20Mhab	1949->73	Proprietaire	Collectif	entre1982et1988	entre1982et1988	Pascheminee	45a54ans	Electric	1961	18
2	1986a1988	4personnes	5pieces	Indestdeter	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Locataire	Individuel	entre1982et1988	avant1982	Pascheminee	45a54ans	Autre	1962	18
2	1971a1980	1personne	3pieces	Indestdeter	>=12kVA	Qpay=8	Doubletarif	5Ma10Mhab	1974->81	Proprietaire	Collectif	avant1982	avant1982	Pascheminee	55a64ans	Electric	1963	18
3	1971a1980	2personnes	4pieces	Mensualise	>=12kVA	Qpay=9	Doubletarif	100Ma200Mhab	1974->81	Locataire	Collectif	avant1982	avant1982	Cheminee	55a64ans	Electric	1964	18
1	1989a1990	2personnes	5pieces	Mensualise	>=12kVA	Qpay=8	Doubletarif	20Ma50Mhab	1974->81	Locataire	Individuel	entre1989et1990	avant1982	Pascheminee	55a64ans	Electric	1965	18
2	1986a1988	1personne	1piece	Indestmensu	6kVA	Qpay=6	Doubletarif	10Ma20Mhab	<=1948	Locataire	Collectif	entre1982et1988	avant1982	Cheminee	35a44ans	Autre	1966	18
